loss,acc,dice,iou,fpr,fnr,test_loss
dice,0.9430708249409984,0.8954180839527716,0.8118224887013479,0.03375608967833358,0.11401107889161514,0.18407129645347595
dice_bce,0.9377765337626129,0.8894733349174914,0.8021424326343837,0.04628824549286151,0.10034579174050115,0.38278313279151915
